	index	billing_country	coupon	order_item	paid_date	course_category	order_id	salesperson	price
3013	3013	MX	lastellobfn	Speaking Basic Level 2 (SPKB2)	2021-11-29 01:08:38+00:00	none	5491185	Osvaldo Lucrecia Priscila	0.0
3014	3014	PE	jfernandezbfr	English For Academic Purposes - November (EAP)	2021-11-29 01:27:37+00:00	eap	5491297	Ovidia Arsenio Maxi	10.0
3015	3015	PE		English Intermediate Level 5 (ESLI5)	2021-11-29 01:27:39+00:00	esl	5491383	Romualdo Corina Irma	10.0
3016	3016	PE	jfernandezbfr	English Basic Level 5 (ESLB5)	2021-11-29 01:32:24+00:00	esl	5491468	Ovidia Arsenio Maxi	10.0
3017	3017	PE		French Basic Level I (5 months) (FSLI-V)	2021-11-29 05:11:12+00:00	none	5491606	Romualdo Corina Irma	10.0
3018	3018	PE		French Basic Level I (5 months) (FSLI-V)	2021-11-29 05:11:12+00:00	none	5491606	Romualdo Corina Irma	10.0
3019	3019	CL	jfernandezbfn2	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 02:09:47+00:00	esl	5491710	Romualdo Corina Irma	10.0
3020	3020	CL	jfernandezbfn2	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 02:09:47+00:00	esl	5491710	Romualdo Corina Irma	10.0
3021	3021	BO	jfernandezbfn2	Speaking Advanced Level 1 (SPKA1),Speaking Advanced Level 2 (SPKA2)	2021-11-29 03:35:09+00:00	none	5494484	Romualdo Corina Irma	10.0
3022	3022	BO	jfernandezbfn2	Speaking Advanced Level 1 (SPKA1),Speaking Advanced Level 2 (SPKA2)	2021-11-29 03:35:09+00:00	none	5494484	Romualdo Corina Irma	10.0
3023	3023	SV	bponcebfr	Speaking Advanced Level 1 (SPKA1)	2021-11-29 03:36:29+00:00	none	5494581	Romualdo Corina Irma	10.0
3024	3024	HN		English Intermediate Level 2 (ESLI2)	2021-11-29 03:55:39+00:00	esl	5494708	Osvaldo Lucrecia Priscila	10.0
3025	3025	PE		English Intermediate Level 1 (ESLI1)	2021-11-29 04:06:29+00:00	esl	5494846	Romualdo Corina Irma	10.0
3026	3026	BO	jfernandezbfn	English Advanced Level 3  (ESLA3),English Advanced Level 4 (ESLA4)	2021-11-29 04:13:03+00:00	esl	5494902	Romualdo Corina Irma	10.0
3027	3027	BO	jfernandezbfn	English Advanced Level 3  (ESLA3),English Advanced Level 4 (ESLA4)	2021-11-29 04:13:03+00:00	esl	5494902	Romualdo Corina Irma	10.0
3028	3028	US		English Basic Level 4 (ESLB4)	2021-11-29 04:10:22+00:00	esl	5495039	Ovidia Arsenio Maxi	10.0
3029	3029	PE	jfernandezbfr	English Basic Level 3 (ESLB3)	2021-11-29 04:28:10+00:00	esl	5495166	Romualdo Corina Irma	10.0
3030	3030	EC	djimenezbfn	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2021-11-29 04:29:19+00:00	esl	5495219	Romualdo Corina Irma	10.0
3031	3031	EC	djimenezbfn	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2021-11-29 04:29:19+00:00	esl	5495219	Romualdo Corina Irma	10.0
3032	3032	CL	mjimenezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-29 04:40:11+00:00	esl	5495341	Romualdo Corina Irma	10.0
3033	3033	CL	mjimenezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-29 04:40:11+00:00	esl	5495341	Romualdo Corina Irma	10.0
3034	3034	BO		English Intermediate Level 4  (ESLI4)	2021-11-29 07:08:11+00:00	esl	5495473	Romualdo Corina Irma	10.0
3035	3035	CL	lastellobfn	English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 12:19:34+00:00	esl	5495579	Osvaldo Lucrecia Priscila	10.0
3036	3036	CL	lastellobfn	English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 12:19:34+00:00	esl	5495579	Osvaldo Lucrecia Priscila	10.0
3037	3037	NI		English Basic Level 8 (ESLB8)	2021-11-29 13:00:09+00:00	esl	5495615	Romualdo Corina Irma	10.0
3038	3038	PE		English Basic Level 8 (ESLB8)	2021-11-29 13:56:17+00:00	esl	5495761	Romualdo Corina Irma	10.0
3039	3039	PE		English Basic Level 5 (ESLB5)	2021-11-29 13:58:10+00:00	esl	5495806	Romualdo Corina Irma	10.0
3040	3040	CL	jfernandezbfn3	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 15:03:25+00:00	esl	5496838	Romualdo Corina Irma	10.0
3041	3041	CL	jfernandezbfn3	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 15:03:25+00:00	esl	5496838	Romualdo Corina Irma	10.0
3042	3042	CL	breyesbfn	English Basic Level 0 (ESLB0)	2021-11-29 15:58:26+00:00	esl	5497308	Romualdo Corina Irma	10.0
3043	3043	CL	breyesbfn	English Basic Level 0 (ESLB0)	2021-11-29 15:58:26+00:00	esl	5497308	Romualdo Corina Irma	0.0
3044	3044	CL		English for Kids - December (EFK)	2021-11-29 16:23:23+00:00	efk	5497467	Consuela Yésica Balbina	10.0
3045	3045	PE	jfernandezbft	English Advanced Level 4 (ESLA4)	2021-11-29 16:58:45+00:00	esl	5497521	Romualdo Corina Irma	10.0
3046	3046	PE		English For Business - December (EFB)	2021-11-29 17:08:55+00:00	efb	5497663	Romualdo Corina Irma	10.0
3047	3047	PE	jfernandezbfn	English For Business - December (EFB)	2021-11-29 17:18:18+00:00	efb	5497762	Romualdo Corina Irma	10.0
3048	3048	PE	jfernandezbfn	English For Business - December (EFB)	2021-11-29 17:18:18+00:00	efb	5497762	Romualdo Corina Irma	10.0
3049	3049	EC		English Intermediate Level 7 (ESLI7)	2021-11-29 17:23:21+00:00	esl	5497832	Romualdo Corina Irma	10.0
3050	3050	PE	jfernandezbfn	English Basic Level 8 (ESLB8)	2021-11-29 17:24:24+00:00	esl	5497907	Romualdo Corina Irma	10.0
3051	3051	PE	jfernandezbfn	English Basic Level 8 (ESLB8)	2021-11-29 17:24:24+00:00	esl	5497907	Romualdo Corina Irma	10.0
3052	3052	PE		English Intermediate Level 2 (ESLI2)	2021-11-29 17:48:17+00:00	esl	5498007	Romualdo Corina Irma	10.0
3053	3053	PE	jfernandezbfn	English for Kids - December (EFK)	2021-11-29 18:04:43+00:00	efk	5498206	Fabián Pepe Laurentino	10.0
3054	3054	PE	jfernandezbfn	English for Kids - December (EFK)	2021-11-29 18:04:43+00:00	efk	5498206	Fabián Pepe Laurentino	10.0
3055	3055	EC	jfernandezbfn	English Advanced Level 1 (ESLA1),English Advanced Level 2 (ESLA2)	2021-11-29 18:23:30+00:00	esl	5498765	Romualdo Corina Irma	10.0
3056	3056	EC	jfernandezbfn	English Advanced Level 1 (ESLA1),English Advanced Level 2 (ESLA2)	2021-11-29 18:23:30+00:00	esl	5498765	Romualdo Corina Irma	10.0
3057	3057	CL		Speaking Basic Level 1 (SPKB1)	2021-11-29 18:32:05+00:00	none	5499030	Romualdo Corina Irma	10.0
3058	3058	EC	djimenezbft	English Basic Level 8 (ESLB8)	2021-11-29 18:37:55+00:00	esl	5499278	Ovidia Arsenio Maxi	10.0
3059	3059	CL		Bulk Payment of English Classes (3 to 12 months in advance) - Pay for 6 months (10% discount)	2021-11-29 18:41:00+00:00	bulk	5499463	Ovidia Arsenio Maxi	70.0
3060	3060	CL		English Basic Level 6 (ESLB6)	2021-11-29 18:45:37+00:00	esl	5499510	Ovidia Arsenio Maxi	10.0
3061	3061	US	lastellobft	English Basic Level 5 (ESLB5)	2021-11-29 18:51:31+00:00	esl	5499759	Osvaldo Lucrecia Priscila	10.0
3062	3062	CL		English Basic Level 1 (ESLB1)	2021-11-29 18:54:08+00:00	esl	5499827	Romualdo Corina Irma	10.0
3063	3063	CL		English Advanced Level 1 (ESLA1)	2021-11-29 18:58:06+00:00	esl	5499913	Consuela Yésica Balbina	10.0
3064	3064	PE	jfernandezbft	English Intermediate Level 5 (ESLI5)	2021-11-29 19:04:18+00:00	esl	5500057	Romualdo Corina Irma	10.0
3065	3065	MX	lastellobfn	English Basic Level 5 (ESLB5)	2021-11-29 19:31:55+00:00	esl	5500177	Osvaldo Lucrecia Priscila	10.0
3066	3066	MX	lastellobfn	English Basic Level 5 (ESLB5)	2021-11-29 19:31:55+00:00	esl	5500177	Osvaldo Lucrecia Priscila	10.0
3067	3067	PE	jfernandezbft	English Advanced Level 4 (ESLA4)	2021-11-29 19:33:03+00:00	esl	5500220	Romualdo Corina Irma	10.0
3068	3068	CL	jfernandezbfn3	Speaking Basic Level 2 (SPKB2),Speaking Basic Level 3 (SPKB3)	2021-11-29 19:38:39+00:00	none	5500321	Romualdo Corina Irma	10.0
3069	3069	CL	jfernandezbfn3	Speaking Basic Level 2 (SPKB2),Speaking Basic Level 3 (SPKB3)	2021-11-29 19:38:39+00:00	none	5500321	Romualdo Corina Irma	10.0
3070	3070	PE		English Basic Level 6 (ESLB6)	2021-11-29 19:53:44+00:00	esl	5500617	Romualdo Corina Irma	10.0
3071	3071	PE	jfernandezbfn	English for Kids - December (EFK)	2021-11-29 19:53:03+00:00	efk	5500785	Romualdo Corina Irma	10.0
3072	3072	PE	jfernandezbfn	English for Kids - December (EFK)	2021-11-29 19:53:03+00:00	efk	5500785	Romualdo Corina Irma	10.0
3073	3073	PE	jfernandezbft	English Advanced Level 4 (ESLA4)	2021-11-29 19:53:11+00:00	esl	5500878	Ovidia Arsenio Maxi	10.0
3074	3074	EC	djimenezbft	English Basic Level 3 (ESLB3)	2021-11-29 19:59:20+00:00	esl	5501042	José María Yasmina María Belén	10.0
3075	3075	PE	jfernandezbft	English Intermediate Level 6 (ESLI6)	2021-11-29 20:08:11+00:00	esl	5501107	Ovidia Arsenio Maxi	10.0
3076	3076	EC	djimenezbft	English Basic Level 3 (ESLB3)	2021-11-29 20:16:24+00:00	esl	5501273	Fabián Pepe Laurentino	10.0
3077	3077	CL	breyesbft	English Basic Level 4 (ESLB4)	2021-11-29 20:22:50+00:00	esl	5501349	Romualdo Corina Irma	10.0
3078	3078	CL	breyesbft	English Basic Level 4 (ESLB4)	2021-11-29 20:22:50+00:00	esl	5501349	Romualdo Corina Irma	0.0
3079	3079	EC	djimenezbft	English Basic Level 1 (ESLB1)	2021-11-29 20:27:26+00:00	esl	5501481	Ovidia Arsenio Maxi	10.0
3080	3080	CL	breyesbfn	English Basic Level 0 (ESLB0),English Basic Level 1 (ESLB1)	2021-11-29 20:38:46+00:00	esl	5501642	Romualdo Corina Irma	10.0
3081	3081	CL	breyesbfn	English Basic Level 0 (ESLB0),English Basic Level 1 (ESLB1)	2021-11-29 20:38:46+00:00	esl	5501642	Romualdo Corina Irma	10.0
3082	3082	EC	djimenezbfn	English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 20:37:49+00:00	esl	5501704	Marciana Alonso Cirilo	10.0
3083	3083	EC	djimenezbfn	English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 20:37:49+00:00	esl	5501704	Marciana Alonso Cirilo	10.0
3084	3084	HN		Speaking Intermediate Level 3 (SPKI3)	2021-11-29 21:00:34+00:00	none	5502814	Romualdo Corina Irma	10.0
3085	3085	PA		English Intermediate Level 5 (ESLI5)	2021-11-29 21:07:36+00:00	esl	5502906	Romualdo Corina Irma	10.0
3086	3086	EC	perjffree	English Basic Level 6 (ESLB6)	2021-11-29 21:15:13+00:00	esl	5503129	José María Yasmina María Belén	0.0
3087	3087	CL	jfernandezbfn	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 21:19:40+00:00	esl	5503229	Romualdo Corina Irma	10.0
3088	3088	CL	jfernandezbfn	English Basic Level 4 (ESLB4),English Basic Level 5 (ESLB5)	2021-11-29 21:19:40+00:00	esl	5503229	Romualdo Corina Irma	10.0
3089	3089	VE	perjffree	English for Kids - December (EFK)	2021-11-29 21:19:00+00:00	efk	5503341	Romualdo Corina Irma	0.0
3090	3090	VE	perjffree	English for Kids - December (EFK)	2021-11-29 21:26:59+00:00	efk	5503529	Ovidia Arsenio Maxi	0.0
3091	3091	VE	perjffree	English Advanced Level 2 (ESLA2)	2021-11-29 21:28:43+00:00	esl	5503663	Romualdo Corina Irma	0.0
3092	3092	PE		Speaking Advanced Level 1 (SPKA1)	2021-11-29 21:30:29+00:00	none	5503841	Ovidia Arsenio Maxi	10.0
3093	3093	PE	perjffree	Speaking Intermediate Level 2 (SPKI2)	2021-11-29 21:34:01+00:00	none	5503987	Ovidia Arsenio Maxi	0.0
3094	3094	PE	perjffree	Speaking Intermediate Level 2 (SPKI2)	2021-11-29 21:34:01+00:00	none	5503987	Ovidia Arsenio Maxi	0.0
3095	3095	CL	djimenezbfn	English Basic Level 2 (ESLB2)	2021-11-29 21:46:41+00:00	esl	5504027	José María Yasmina María Belén	10.0
3096	3096	CL	djimenezbfn	English Basic Level 2 (ESLB2)	2021-11-29 21:46:41+00:00	esl	5504027	José María Yasmina María Belén	0.0
3097	3097	MX	lastellobfn	English Intermediate Level 1 (ESLI1)	2021-11-30 17:17:02+00:00	esl	5504146	Osvaldo Lucrecia Priscila	10.0
3098	3098	MX	lastellobfn	English Intermediate Level 1 (ESLI1)	2021-11-30 17:17:02+00:00	esl	5504146	Osvaldo Lucrecia Priscila	0.0
3099	3099	MX		English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 22:21:51+00:00	esl	5504299	Osvaldo Lucrecia Priscila	10.0
3100	3100	MX		English Basic Level 7 (ESLB7),English Basic Level 8 (ESLB8)	2021-11-29 22:21:51+00:00	esl	5504299	Osvaldo Lucrecia Priscila	10.0
3101	3101	US		English Basic Level 2 (ESLB2)	2021-11-29 22:31:01+00:00	esl	5504373	Jhonny Rodrigo Félix	10.0
3102	3102	PE		French Basic Level I (5 months) (FSLI-V)	2021-11-29 22:35:46+00:00	none	5504485	Ovidia Arsenio Maxi	10.0
3103	3103	PE		French Basic Level I (5 months) (FSLI-V)	2021-11-29 22:35:46+00:00	none	5504485	Ovidia Arsenio Maxi	10.0
3104	3104	MX	kestupinanbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-11-29 22:43:57+00:00	esl	5504584	Osvaldo Lucrecia Priscila	10.0
3105	3105	MX	kestupinanbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-11-29 22:43:57+00:00	esl	5504584	Osvaldo Lucrecia Priscila	10.0
3106	3106	PE	jfernandezbfn	English Intermediate Level 3 (ESLI3),English Intermediate Level 2 (ESLI2)	2021-11-29 22:45:20+00:00	esl	5504629	Fabián Pepe Laurentino	10.0
3107	3107	PE	jfernandezbfn	English Intermediate Level 3 (ESLI3),English Intermediate Level 2 (ESLI2)	2021-11-29 22:45:20+00:00	esl	5504629	Fabián Pepe Laurentino	10.0
3108	3108	PE	jfernandezbft	English Intermediate Level 2 (ESLI2)	2021-11-29 22:48:20+00:00	esl	5504895	Ovidia Arsenio Maxi	10.0
3109	3109	EC		IELTS Exam Preparation (IELTS)	2021-11-29 22:52:56+00:00	ielts	5504982	José María Yasmina María Belén	30.0
3110	3110	CO	kestupinanbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 17:14:55+00:00	esl	5505059	Luz Teresa Ciro	10.0
3111	3111	CO	kestupinanbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 17:14:55+00:00	esl	5505059	Luz Teresa Ciro	10.0
3112	3112	MX	lastellobft	English Basic Level 3 (ESLB3)	2021-11-29 23:01:29+00:00	esl	5505157	Osvaldo Lucrecia Priscila	10.0
3113	3113	PE		English For Academic Purposes - November (EAP)	2021-11-29 23:10:02+00:00	eap	5505212	Romualdo Corina Irma	10.0
3114	3114	MX	lastellobfn	English Intermediate Level 8 (ESLI8)	2021-11-29 23:14:41+00:00	esl	5505373	Osvaldo Lucrecia Priscila	10.0
3115	3115	MX	lastellobfn	English Intermediate Level 8 (ESLI8)	2021-11-29 23:14:41+00:00	esl	5505373	Osvaldo Lucrecia Priscila	0.0
3116	3116	EC	djimenezbfn	English Basic Level 3 (ESLB3)	2021-11-30 00:01:13+00:00	esl	5505506	José María Yasmina María Belén	10.0
3117	3117	EC	djimenezbfn	English Basic Level 3 (ESLB3)	2021-11-30 00:01:13+00:00	esl	5505506	José María Yasmina María Belén	10.0
3118	3118	PE	perjf10n	English Intermediate Level 7 (ESLI7)	2021-11-29 23:58:23+00:00	esl	5505689	Valeria Emiliano Izan	10.0
3119	3119	CL	jfernandezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 00:04:42+00:00	esl	5505719	Romualdo Corina Irma	10.0
3120	3120	CL	jfernandezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 00:04:42+00:00	esl	5505719	Romualdo Corina Irma	10.0
3121	3121	PE		English Intermediate Level 7 (ESLI7)	2021-11-30 00:09:50+00:00	esl	5505848	Romualdo Corina Irma	10.0
3122	3122	CR	jfernandezbft	English Basic Level 4 (ESLB4)	2021-11-30 00:20:09+00:00	esl	5506005	Romualdo Corina Irma	10.0
3123	3123	PE		English Basic Level 6 (ESLB6)	2021-11-30 00:17:03+00:00	esl	5506106	Romualdo Corina Irma	10.0
3124	3124	CL		English Basic Level 4 (ESLB4)	2021-11-30 00:26:10+00:00	esl	5506218	Ovidia Arsenio Maxi	10.0
3125	3125	CL		English Basic Level 4 (ESLB4)	2021-11-30 00:32:01+00:00	esl	5506435	Romualdo Corina Irma	10.0
3126	3126	EC		IELTS Exam Preparation (IELTS)	2021-11-30 00:30:32+00:00	ielts	5506564	Romualdo Corina Irma	30.0
3127	3127	HN	bponcebfn	English Basic Level 1 (ESLB1)	2021-11-30 00:30:41+00:00	esl	5506684	Ovidia Arsenio Maxi	10.0
3128	3128	HN	bponcebfn	English Basic Level 1 (ESLB1)	2021-11-30 00:30:41+00:00	esl	5506684	Ovidia Arsenio Maxi	10.0
3129	3129	CL	jfernandezbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-11-30 00:35:03+00:00	esl	5506703	Romualdo Corina Irma	10.0
3130	3130	CL	jfernandezbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-11-30 00:35:03+00:00	esl	5506703	Romualdo Corina Irma	10.0
3131	3131	CA		English Basic Level 1 (ESLB1)	2021-11-30 01:08:33+00:00	esl	5506990	Ovidia Arsenio Maxi	10.0
3132	3132	PE	jfernandezbft	English Basic Level 5 (ESLB5)	2021-11-30 01:23:05+00:00	esl	5507064	Romualdo Corina Irma	10.0
3133	3133	PE	jfernandezbft	English Basic Level 1 (ESLB1)	2021-11-30 21:41:57+00:00	esl	5507114	Ovidia Arsenio Maxi	10.0
3134	3134	BO	jfernandezbft	English Intermediate Level 8 (ESLI8)	2021-11-30 02:24:07+00:00	esl	5507487	José María Yasmina María Belén	10.0
3135	3135	CL		English Basic Level 6 (ESLB6)	2021-11-30 02:34:18+00:00	esl	5507586	Romualdo Corina Irma	10.0
3136	3136	PE	jfernandezbft	English Basic Level 5 (ESLB5)	2021-11-30 02:50:25+00:00	esl	5507648	Romualdo Corina Irma	10.0
3137	3137	PE	jfernandezbfn	Speaking Basic Level 3 (SPKB3),English Intermediate Level 7 (ESLI7)	2021-11-30 03:44:01+00:00	none	5507710	Marciana Alonso Cirilo	10.0
3138	3138	PE	jfernandezbfn	Speaking Basic Level 3 (SPKB3),English Intermediate Level 7 (ESLI7)	2021-11-30 03:44:01+00:00	esl	5507710	Marciana Alonso Cirilo	10.0
3139	3139	PE	jfernandezbft	English Intermediate Level 8 (ESLI8)	2021-11-30 03:41:39+00:00	esl	5507822	Romualdo Corina Irma	10.0
3140	3140	MX	lastellobfn	English Intermediate Level 1 (ESLI1)	2021-11-30 05:26:46+00:00	esl	5507925	Osvaldo Lucrecia Priscila	10.0
3141	3141	MX	lastellobfn	English Intermediate Level 1 (ESLI1)	2021-11-30 05:26:46+00:00	esl	5507925	Osvaldo Lucrecia Priscila	0.0
3142	3142	PE		English Intermediate Level 8 (ESLI8)	2021-11-30 12:56:19+00:00	esl	5508094	Romualdo Corina Irma	10.0
3143	3143	PE		Speaking Advanced Level 1 (SPKA1)	2021-11-30 20:31:46+00:00	none	5508156	Romualdo Corina Irma	10.0
3144	3144	CL	jfernandezbfn	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2021-11-30 14:38:32+00:00	esl	5508284	Romualdo Corina Irma	10.0
3145	3145	CL	jfernandezbfn	English Intermediate Level 1 (ESLI1),English Intermediate Level 2 (ESLI2)	2021-11-30 14:38:32+00:00	esl	5508284	Romualdo Corina Irma	10.0
3146	3146	CL	jfernandezbfn	English Intermediate Level 7 (ESLI7),English Intermediate Level 8 (ESLI8)	2021-11-30 14:48:21+00:00	esl	5508358	Romualdo Corina Irma	10.0
3147	3147	CL	jfernandezbfn	English Intermediate Level 7 (ESLI7),English Intermediate Level 8 (ESLI8)	2021-11-30 14:48:21+00:00	esl	5508358	Romualdo Corina Irma	10.0
3148	3148	CO	kestupinanbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 15:31:57+00:00	esl	5508594	Luz Teresa Ciro	10.0
3149	3149	CO	kestupinanbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-11-30 15:31:57+00:00	esl	5508594	Luz Teresa Ciro	10.0
3150	3150	EC	djimenezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-02 19:22:18+00:00	esl	5508690	Ovidia Arsenio Maxi	10.0
3151	3151	EC	djimenezbfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-02 19:22:18+00:00	esl	5508690	Ovidia Arsenio Maxi	10.0
3152	3152	PE	jfernandezbft	English Basic Level 3 (ESLB3)	2021-11-30 18:15:16+00:00	esl	5508815	Romualdo Corina Irma	10.0
3153	3153	MX	lastellobfn	English Basic Level 1 (ESLB1)	2021-11-30 19:23:26+00:00	esl	5508978	Osvaldo Lucrecia Priscila	10.0
3154	3154	MX	lastellobfn	English Basic Level 1 (ESLB1)	2021-11-30 19:23:26+00:00	esl	5508978	Osvaldo Lucrecia Priscila	0.0
3155	3155	PE	jfernandezbft	English Basic Level 5 (ESLB5)	2021-11-30 20:12:26+00:00	esl	5509058	Romualdo Corina Irma	10.0
3156	3156	MX	lastellobfn	English Basic Level 2 (ESLB2)	2021-11-30 21:07:28+00:00	esl	5509254	Osvaldo Lucrecia Priscila	10.0
3157	3157	MX	lastellobfn	English Basic Level 2 (ESLB2)	2021-11-30 21:07:28+00:00	esl	5509254	Osvaldo Lucrecia Priscila	0.0
3158	3158	BO	jfernandezbfn	English Basic Level 6 (ESLB6)	2021-11-30 22:03:17+00:00	esl	5509473	José María Yasmina María Belén	10.0
3159	3159	BO	jfernandezbfn	English Basic Level 6 (ESLB6)	2021-11-30 22:03:17+00:00	esl	5509473	José María Yasmina María Belén	10.0
3160	3160	CA	jfernandezbfn	Speaking Intermediate Level 1 (SPKI1)	2021-11-30 23:15:14+00:00	none	5509518	Romualdo Corina Irma	10.0
3161	3161	CA	jfernandezbfn	Speaking Intermediate Level 1 (SPKI1)	2021-11-30 23:15:14+00:00	none	5509518	Romualdo Corina Irma	10.0
3162	3162	PE		English Basic Level 8 (ESLB8)	2021-11-30 23:27:19+00:00	esl	5509653	Ovidia Arsenio Maxi	10.0
3163	3163	EC		Speaking Advanced Level 1 (SPKA1)	2021-12-01 01:35:26+00:00	none	5509754	José María Yasmina María Belén	10.0
3164	3164	MX	lastellobfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-01 01:59:30+00:00	esl	5509890	Osvaldo Lucrecia Priscila	10.0
3165	3165	MX	lastellobfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-01 01:59:30+00:00	esl	5509890	Osvaldo Lucrecia Priscila	10.0
3166	3166	CL		English Basic Level 1 (ESLB1)	2021-12-01 02:24:37+00:00	esl	5509941	Ovidia Arsenio Maxi	10.0
3167	3167	CO	kestupinanbfn	English Basic Level 2 (ESLB2),English Basic Level 1 (ESLB1)	2021-12-01 03:31:41+00:00	esl	5510123	Luz Teresa Ciro	10.0
3168	3168	CO	kestupinanbfn	English Basic Level 2 (ESLB2),English Basic Level 1 (ESLB1)	2021-12-01 03:31:41+00:00	esl	5510123	Luz Teresa Ciro	10.0
3169	3169	EC	lastellobfn	English Basic Level 8 (ESLB8),English Basic Level 2 (ESLB2)	2021-12-01 04:12:23+00:00	esl	5510251	Osvaldo Lucrecia Priscila	10.0
3170	3170	EC	lastellobfn	English Basic Level 8 (ESLB8),English Basic Level 2 (ESLB2)	2021-12-01 04:12:23+00:00	esl	5510251	Osvaldo Lucrecia Priscila	10.0
3171	3171	GT		English Advanced Level 4 (ESLA4)	2021-12-01 04:29:50+00:00	esl	5510347	Romualdo Corina Irma	10.0
3172	3172	MX	lastellobfn	English For Business - December (EFB),English For Academic Purposes - December (EAP)	2021-12-01 04:40:49+00:00	efb	5510491	Osvaldo Lucrecia Priscila	10.0
3173	3173	MX	lastellobfn	English For Business - December (EFB),English For Academic Purposes - December (EAP)	2021-12-01 04:40:49+00:00	eap	5510491	Osvaldo Lucrecia Priscila	10.0
3174	3174	GT	jfernandezbfn	English Intermediate Level 1 (ESLI1)	2021-12-01 05:19:03+00:00	esl	5510535	Romualdo Corina Irma	10.0
3175	3175	GT	jfernandezbfn	English Intermediate Level 1 (ESLI1)	2021-12-01 05:19:03+00:00	esl	5510535	Romualdo Corina Irma	10.0
3176	3176	HN	lastellobfn	English Intermediate Level 1 (ESLI1),Speaking Intermediate Level 1 (SPKI1)	2021-12-01 06:44:08+00:00	esl	5510663	Ovidia Arsenio Maxi	10.0
3177	3177	HN	lastellobfn	English Intermediate Level 1 (ESLI1),Speaking Intermediate Level 1 (SPKI1)	2021-12-01 06:44:08+00:00	none	5510663	Ovidia Arsenio Maxi	10.0
3178	3178	PE	jfernandezbft	English for Kids - December (EFK)	2021-12-01 15:11:19+00:00	efk	5510760	Romualdo Corina Irma	10.0
3179	3179	MX	lastellobfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-02 17:13:46+00:00	esl	5510882	Osvaldo Lucrecia Priscila	10.0
3180	3180	MX	lastellobfn	English Basic Level 1 (ESLB1),English Basic Level 2 (ESLB2)	2021-12-02 17:13:46+00:00	esl	5510882	Osvaldo Lucrecia Priscila	10.0
3181	3181	MX	lastellobfn	English Basic Level 2 (ESLB2)	2021-12-01 19:10:04+00:00	esl	5510941	Osvaldo Lucrecia Priscila	10.0
3182	3182	MX	lastellobfn	English Basic Level 2 (ESLB2)	2021-12-01 19:10:04+00:00	esl	5510941	Osvaldo Lucrecia Priscila	0.0
3183	3183	MX	lastellobfn	English Intermediate Level 5 (ESLI5)	2021-12-01 19:17:56+00:00	esl	5511091	Osvaldo Lucrecia Priscila	10.0
3184	3184	MX	lastellobfn	English Intermediate Level 5 (ESLI5)	2021-12-01 19:17:56+00:00	esl	5511091	Osvaldo Lucrecia Priscila	0.0
3185	3185	PE	jfernandezbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-12-01 20:03:30+00:00	esl	5511196	Ovidia Arsenio Maxi	10.0
3186	3186	PE	jfernandezbfn	English Basic Level 3 (ESLB3),English Basic Level 4 (ESLB4)	2021-12-01 20:03:30+00:00	esl	5511196	Ovidia Arsenio Maxi	10.0
